LAMMPS data file via write_data, version 7 Feb 2024, timestep = 10001, units = metal

2000 atoms
1 atom types

0 35.2 xlo xhi
0 35.2 ylo yhi
0 35.2 zlo zhi

Masses

1 183.84

Atoms # charge

1 1 0 0 0 0 0 0 0
2 1 0 1.7600000000000025 1.7600000000000022 1.760000000000002 0 0 0
3 1 0 3.5200000000000005 0 0 0 0 0
21 1 0 0 3.5200000000000005 0 0 0 0
23 1 0 3.52 3.52 0 0 0 0
201 1 0 0 0 3.52 0 0 0
203 1 0 3.5200000000000005 0 3.52 0 0 0
221 1 0 0 3.5200000000000005 3.52 0 0 0
223 1 0 3.52 3.52 3.52 0 0 0
4 1 0 5.28 1.7600000000000025 1.7600000000000022 0 0 0
5 1 0 7.04 0 0 0 0 0
25 1 0 7.040000000000001 3.52 0 0 0 0
205 1 0 7.040000000000001 0 3.52 0 0 0
225 1 0 7.04 3.52 3.52 0 0 0
6 1 0 8.8 1.7600000000000022 1.760000000000002 0 0 0
7 1 0 10.56 0 0 0 0 0
27 1 0 10.56 3.52 0 0 0 0
207 1 0 10.56 0 3.52 0 0 0
227 1 0 10.56 3.52 3.52 0 0 0
8 1 0 12.32 1.7600000000000025 1.7600000000000022 0 0 0
9 1 0 14.079999999999998 0 0 0 0 0
29 1 0 14.079999999999998 3.52 0 0 0 0
209 1 0 14.079999999999998 0 3.52 0 0 0
229 1 0 14.079999999999998 3.52 3.52 0 0 0
10 1 0 15.840000000000002 1.7600000000000025 1.7600000000000022 0 0 0
11 1 0 17.6 0 0 0 0 0
12 1 0 19.360000000000003 1.7600000000000022 1.760000000000002 0 0 0
31 1 0 17.6 3.52 0 0 0 0
211 1 0 17.6 0 3.52 0 0 0
231 1 0 17.6 3.52 3.52 0 0 0
13 1 0 21.119999999999997 0 0 0 0 0
14 1 0 22.880000000000003 1.7600000000000022 1.760000000000002 0 0 0
33 1 0 21.119999999999997 3.52 0 0 0 0
213 1 0 21.119999999999997 0 3.52 0 0 0
233 1 0 21.119999999999997 3.52 3.52 0 0 0
15 1 0 24.639999999999997 0 0 0 0 0
16 1 0 26.4 1.7600000000000022 1.760000000000002 0 0 0
35 1 0 24.639999999999997 3.52 0 0 0 0
215 1 0 24.639999999999997 0 3.52 0 0 0
235 1 0 24.639999999999997 3.52 3.52 0 0 0
17 1 0 28.16 0 0 0 0 0
18 1 0 29.920000000000005 1.760000000000002 1.760000000000002 0 0 0
37 1 0 28.16 3.52 0 0 0 0
217 1 0 28.16 0 3.5199999999999996 0 0 0
237 1 0 28.16 3.52 3.52 0 0 0
19 1 0 31.679999999999996 0 0 0 0 0
20 1 0 33.44 1.7600000000000022 1.760000000000002 0 0 0
39 1 0 31.679999999999996 3.52 0 0 0 0
219 1 0 31.679999999999996 0 3.52 0 0 0
239 1 0 31.679999999999996 3.52 3.52 0 0 0
22 1 0 1.7600000000000025 5.28 1.7600000000000022 0 0 0
41 1 0 0 7.04 0 0 0 0
43 1 0 3.52 7.040000000000001 0 0 0 0
241 1 0 0 7.040000000000001 3.52 0 0 0
243 1 0 3.52 7.040000000000001 3.52 0 0 0
24 1 0 5.28 5.279999999999999 1.7600000000000025 0 0 0
45 1 0 7.04 7.04 0 0 0 0
245 1 0 7.04 7.04 3.52 0 0 0
26 1 0 8.8 5.28 1.7600000000000025 0 0 0
47 1 0 10.56 7.04 0 0 0 0
247 1 0 10.56 7.04 3.5199999999999996 0 0 0
28 1 0 12.32 5.28 1.7600000000000025 0 0 0
49 1 0 14.079999999999998 7.04 0 0 0 0
249 1 0 14.079999999999998 7.040000000000001 3.52 0 0 0
30 1 0 15.840000000000002 5.28 1.7600000000000025 0 0 0
32 1 0 19.360000000000003 5.28 1.7600000000000025 0 0 0
51 1 0 17.6 7.040000000000001 0 0 0 0
251 1 0 17.6 7.040000000000001 3.52 0 0 0
34 1 0 22.880000000000003 5.28 1.7600000000000025 0 0 0
53 1 0 21.119999999999997 7.040000000000001 0 0 0 0
253 1 0 21.119999999999997 7.040000000000001 3.52 0 0 0
36 1 0 26.4 5.28 1.7600000000000022 0 0 0
55 1 0 24.639999999999997 7.040000000000001 0 0 0 0
255 1 0 24.639999999999997 7.040000000000001 3.52 0 0 0
38 1 0 29.920000000000005 5.28 1.7600000000000022 0 0 0
57 1 0 28.16 7.040000000000001 0 0 0 0
257 1 0 28.16 7.040000000000001 3.52 0 0 0
40 1 0 33.44 5.28 1.7600000000000022 0 0 0
59 1 0 31.679999999999996 7.040000000000001 0 0 0 0
259 1 0 31.679999999999996 7.040000000000001 3.52 0 0 0
42 1 0 1.7600000000000027 8.8 1.7600000000000022 0 0 0
61 1 0 0 10.56 0 0 0 0
63 1 0 3.52 10.56 0 0 0 0
261 1 0 0 10.56 3.52 0 0 0
263 1 0 3.52 10.56 3.52 0 0 0
44 1 0 5.28 8.8 1.7600000000000027 0 0 0
65 1 0 7.04 10.56 0 0 0 0
265 1 0 7.04 10.56 3.52 0 0 0
46 1 0 8.8 8.8 1.7600000000000025 0 0 0
67 1 0 10.56 10.56 0 0 0 0
267 1 0 10.56 10.560000000000002 3.52 0 0 0
48 1 0 12.32 8.8 1.7600000000000025 0 0 0
69 1 0 14.079999999999998 10.56 0 0 0 0
269 1 0 14.079999999999998 10.56 3.52 0 0 0
50 1 0 15.840000000000002 8.8 1.7600000000000022 0 0 0
52 1 0 19.360000000000003 8.8 1.7600000000000022 0 0 0
71 1 0 17.6 10.56 0 0 0 0
271 1 0 17.6 10.56 3.52 0 0 0
54 1 0 22.880000000000003 8.8 1.7600000000000022 0 0 0
73 1 0 21.119999999999997 10.56 0 0 0 0
273 1 0 21.119999999999997 10.56 3.52 0 0 0
56 1 0 26.4 8.8 1.7600000000000022 0 0 0
75 1 0 24.639999999999997 10.56 0 0 0 0
275 1 0 24.639999999999997 10.56 3.52 0 0 0
58 1 0 29.920000000000005 8.8 1.7600000000000022 0 0 0
77 1 0 28.16 10.56 0 0 0 0
277 1 0 28.16 10.56 3.52 0 0 0
60 1 0 33.44 8.8 1.7600000000000022 0 0 0
79 1 0 31.679999999999996 10.56 0 0 0 0
279 1 0 31.679999999999996 10.56 3.52 0 0 0
62 1 0 1.7600000000000027 12.32 1.7600000000000022 0 0 0
81 1 0 0 14.079999999999998 0 0 0 0
83 1 0 3.52 14.079999999999998 0 0 0 0
281 1 0 0 14.079999999999998 3.52 0 0 0
283 1 0 3.52 14.079999999999998 3.52 0 0 0
64 1 0 5.28 12.32 1.7600000000000025 0 0 0
85 1 0 7.04 14.079999999999998 0 0 0 0
285 1 0 7.040000000000001 14.079999999999998 3.5199999999999996 0 0 0
66 1 0 8.8 12.32 1.7600000000000025 0 0 0
87 1 0 10.56 14.079999999999998 0 0 0 0
287 1 0 10.56 14.079999999999998 3.52 0 0 0
68 1 0 12.32 12.32 1.7600000000000025 0 0 0
89 1 0 14.079999999999998 14.079999999999998 0 0 0 0
289 1 0 14.079999999999998 14.079999999999998 3.52 0 0 0
70 1 0 15.840000000000002 12.32 1.7600000000000025 0 0 0
72 1 0 19.360000000000003 12.32 1.7600000000000022 0 0 0
91 1 0 17.6 14.079999999999998 0 0 0 0
291 1 0 17.6 14.079999999999998 3.52 0 0 0
74 1 0 22.880000000000003 12.32 1.7600000000000022 0 0 0
93 1 0 21.119999999999997 14.079999999999998 0 0 0 0
293 1 0 21.119999999999997 14.079999999999998 3.52 0 0 0
76 1 0 26.4 12.32 1.7600000000000025 0 0 0
95 1 0 24.639999999999997 14.079999999999998 0 0 0 0
295 1 0 24.639999999999997 14.079999999999998 3.52 0 0 0
78 1 0 29.920000000000005 12.32 1.760000000000002 0 0 0
97 1 0 28.16 14.079999999999998 0 0 0 0
297 1 0 28.16 14.079999999999998 3.52 0 0 0
80 1 0 33.44 12.32 1.7600000000000025 0 0 0
99 1 0 31.679999999999996 14.079999999999998 0 0 0 0
299 1 0 31.679999999999996 14.079999999999998 3.52 0 0 0
82 1 0 1.7600000000000025 15.840000000000002 1.7600000000000022 0 0 0
101 1 0 0 17.6 0 0 0 0
102 1 0 1.7600000000000025 19.360000000000003 1.760000000000002 0 0 0
103 1 0 3.52 17.6 0 0 0 0
301 1 0 0 17.6 3.52 0 0 0
