Step        Temp           TotEng       E_pair      PotEng      KinEng
  404000    1199.0487   -27.957513   -28.732459   -28.732459   0.77494606 
  405000    1288.1829   -27.999533   -28.832087   -28.832087   0.83255356 
  406000    1049.3002   -27.028517    -27.70668    -27.70668   0.67816349 
  407000    1275.7992    -27.98209   -28.806639   -28.806639   0.82454992 
  408000    1169.4575   -28.041704   -28.797525   -28.797525   0.75582123 
  409000    1324.2488   -27.680661   -28.536524   -28.536524   0.85586296 
  410000    1225.0163   -28.034046   -28.825775   -28.825775   0.79172894 
  411000    1220.8637   -28.026791   -28.815836   -28.815836   0.78904512 
  412000    1180.4163   -27.676188   -28.439092   -28.439092   0.76290392 
  413000    1203.4673   -28.067571   -28.845372   -28.845372   0.77780177 
  414000    1272.2065   -27.993706   -28.815934   -28.815934   0.82222801 
  415000    1218.5207   -27.862617   -28.650148   -28.650148    0.7875308 
  416000    1275.7896   -27.908107   -28.732651   -28.732651   0.82454371 
  417000    1288.8553   -27.767839   -28.600827   -28.600827   0.83298809 
  418000    1271.7469   -28.361731   -29.183662   -29.183662   0.82193092 
  419000    1303.0207   -27.874241   -28.716385   -28.716385   0.84214324 
  420000    1261.2916     -28.1794   -28.994574   -28.994574   0.81517367 
  421000    1257.8522   -28.067762   -28.880713   -28.880713   0.81295077 
  422000    1345.9183   -27.666693   -28.536561   -28.536561   0.86986799 
  423000    1217.3715   -28.267894   -29.054682   -29.054682   0.78678807 
  424000    1296.7849    -27.88512   -28.723233   -28.723233   0.83811302 
  425000    1295.1407   -27.851594   -28.688644   -28.688644   0.83705035 
  426000    1297.2635   -27.955764   -28.794186   -28.794186   0.83842234 
  427000    1231.1875   -27.797229   -28.592947   -28.592947    0.7957174 
  428000    1285.4864   -28.024558   -28.855369   -28.855369   0.83081081 
  429000    1304.1657   -27.570479   -28.413362   -28.413362   0.84288326 
  430000    1281.7294   -28.125234   -28.953617   -28.953617   0.82838264 
  431000    1306.0989   -28.029695   -28.873828   -28.873828   0.84413269 
  432000    1337.5299   -27.955351   -28.819798   -28.819798   0.86444656 
  433000    1294.5311   -28.090683   -28.927339   -28.927339    0.8366564 
  434000    1270.3412   -27.977239   -28.798261   -28.798261   0.82102242 
  435000    1331.8797    -27.98087   -28.841665   -28.841665   0.86079483 
  436000    1322.5954    -27.81331   -28.668104   -28.668104    0.8547944 
  437000    1292.5863   -27.827964   -28.663363   -28.663363   0.83539943 
  438000    1359.3058   -28.072224   -28.950745   -28.950745   0.87852033 
  439000     1352.668   -27.791517   -28.665747   -28.665747   0.87423029 
  440000    1306.5099   -28.258887   -29.103286   -29.103286   0.84439829 
  441000    1311.5379    -27.79564   -28.643288   -28.643288   0.84764788 
  442000    1316.2095   -27.908386   -28.759053   -28.759053   0.85066717 
  443000     1337.732    -28.07637   -28.940947   -28.940947   0.86457717 
  444000    1260.4274    -27.83529   -28.649905   -28.649905   0.81461512 
  445000    1266.3939   -27.979855   -28.798327   -28.798327    0.8184713 
  446000    1354.6287    -27.84946   -28.724957   -28.724957   0.87549749 
  447000    1327.4003   -27.897375   -28.755275   -28.755275   0.85789974 
  448000    1380.1348   -27.804027   -28.696009   -28.696009   0.89198214 
  449000    1332.3524   -27.848884   -28.709984   -28.709984   0.86110035 
  450000     1384.648   -28.063277   -28.958176   -28.958176   0.89489899 
  451000    1350.3933    -27.55298    -28.42574    -28.42574   0.87276015 
  452000    1414.2269   -28.026431   -28.940447   -28.940447   0.91401588 
  453000    1319.6438   -27.560588   -28.413474   -28.413474   0.85288675 
  454000    1378.2504   -27.951266   -28.842031   -28.842031   0.89076422 
  455000    1367.4013    -27.74656   -28.630312   -28.630312   0.88375245 
  456000    1331.1373   -27.666587   -28.526902   -28.526902   0.86031501 
  457000    1362.8893   -28.223542   -29.104378   -29.104378   0.88083635 
  458000    1437.3874   -27.887336    -28.81632    -28.81632   0.92898449 
  459000     1391.931   -28.011367   -28.910973   -28.910973   0.89960604 
  460000    1356.2935   -28.021963   -28.898536   -28.898536   0.87657344 
  461000    1450.1266   -27.623415   -28.560633   -28.560633   0.93721789 
  462000     1317.227    -27.86812   -28.719445   -28.719445   0.85132479 
  463000    1419.7748   -27.803232   -28.720833   -28.720833    0.9176015 
  464000    1453.5635   -27.683374   -28.622813   -28.622813   0.93943913 
  465000    1350.3958   -27.893541   -28.766303   -28.766303   0.87276177 
  466000    1446.2452   -27.496141    -28.43085    -28.43085    0.9347093 
  467000    1403.1438   -28.002516   -28.909369   -28.909369   0.90685283 
  468000    1391.1749   -27.770936   -28.670054   -28.670054   0.89911732 
  469000    1364.9793   -27.618113     -28.5003     -28.5003   0.88218708 
  470000    1367.1974   -27.986354   -28.869974   -28.869974   0.88362067 
  471000    1450.2688    -27.48073    -28.41804    -28.41804   0.93730976 
  472000    1436.6732   -28.017148   -28.945671   -28.945671   0.92852293 
  473000    1421.2738    -27.52815    -28.44672    -28.44672   0.91857027 
  474000    1436.9693   -28.067439   -28.996154   -28.996154   0.92871432 
  475000    1436.8445   -27.612878   -28.541512   -28.541512   0.92863364 
  476000    1375.3795   -27.965388   -28.854297   -28.854297    0.8889088 
  477000    1424.7357   -27.530173   -28.450981   -28.450981   0.92080773 
  478000    1416.0567   -27.733927   -28.649125   -28.649125   0.91519847 
  479000     1457.404   -27.970329    -28.91225    -28.91225   0.94192128 
  480000    1473.9568   -27.626363   -28.578983   -28.578983   0.95261935 
  481000    1466.2282   -27.991304   -28.938928   -28.938928   0.94762436 
  482000    1437.7416   -27.742043   -28.671256   -28.671256   0.92921345 
  483000    1405.6622   -28.004881   -28.913361   -28.913361   0.90848049 
  484000     1438.878   -27.752414   -28.682362   -28.682362   0.92994789 
  485000    1408.9488   -27.689007   -28.599611   -28.599611   0.91060466 
  486000    1447.3403   -27.824921   -28.760338   -28.760338   0.93541709 
  487000    1475.0409   -27.752328   -28.705648   -28.705648      0.95332 
  488000    1460.2231    -27.73683   -28.680573   -28.680573   0.94374323 
  489000    1565.3521   -27.629024   -28.640713   -28.640713    1.0116882 
  490000    1406.1186   -27.494151   -28.402926   -28.402926   0.90877546 
  491000    1485.5349   -28.011125   -28.971227   -28.971227   0.96010227 
  492000    1494.0995   -27.422214   -28.387852   -28.387852    0.9656376 
  493000    1439.6353   -27.829736   -28.760173   -28.760173   0.93043734 
  494000    1521.1112   -27.648563   -28.631658   -28.631658   0.98309525 
  495000    1559.5517    -27.55862   -28.566559   -28.566559    1.0079394 
  496000     1511.036   -27.936247    -28.91283    -28.91283   0.97658366 
  497000    1474.6598   -27.527981   -28.481054   -28.481054   0.95307367 
  498000    1583.3534   -27.612404   -28.635727   -28.635727    1.0233224 
  499000     1486.109   -27.776609   -28.737083   -28.737083   0.96047329 
  500000    1566.9181   -27.484859   -28.497559   -28.497559    1.0127003 
  501000    1475.2336   -27.836704   -28.790149   -28.790149   0.95344458 
  502000    1560.4207   -27.490423   -28.498924   -28.498924     1.008501 
  503000    1524.8026   -27.700339    -28.68582    -28.68582   0.98548103 
  504000    1544.6474   -27.935975   -28.934282   -28.934282   0.99830673 
  505000    1525.1764   -27.642618   -28.628341   -28.628341   0.98572264 
  506000    1527.6469   -27.770434   -28.757753   -28.757753   0.98731933 
  507000    1547.0048   -27.566986   -28.566817   -28.566817   0.99983034 
  508000    1523.1224   -27.787498   -28.771893   -28.771893   0.98439508 
  509000    1503.1507   -27.731326   -28.702813   -28.702813   0.97148736 
  510000    1569.4301   -27.685143   -28.699467   -28.699467    1.0143238 
  511000    1548.4541   -27.337488   -28.338255   -28.338255     1.000767 
  512000    1505.2858   -27.807417   -28.780285   -28.780285   0.97286728 
  513000    1549.6326    -27.79279   -28.794319   -28.794319    1.0015287 
  514000    1578.0933   -27.571055   -28.590978   -28.590978    1.0199229 
  515000    1506.7372   -27.845011   -28.818817   -28.818817   0.97380533 
  516000    1548.1628   -27.732074   -28.732653   -28.732653    1.0005787 
  517000    1567.5132   -27.753563   -28.766648   -28.766648    1.0130849 
  518000    1567.8617   -27.595845   -28.609156   -28.609156    1.0133102 
  519000    1564.6592    -27.64676   -28.658001   -28.658001    1.0112404 
  520000    1615.3066   -27.606823   -28.650797   -28.650797    1.0439738 
  521000    1613.7248   -27.331832   -28.374784   -28.374784    1.0429515 
  522000    1585.8482   -27.542131   -28.567066   -28.567066    1.0249349 
  523000    1593.8091   -27.655726   -28.685806   -28.685806    1.0300799 
  524000    1545.8931    -27.02668   -28.025792   -28.025792   0.99911181 
  525000    1573.5786   -27.585188   -28.602193   -28.602193     1.017005 
  526000    1608.3014   -27.662108   -28.701555   -28.701555    1.0394464 
  527000    1627.8421   -27.367538   -28.419613   -28.419613    1.0520755 
  528000    1542.4617   -27.646247   -28.643141   -28.643141   0.99689413 
  529000    1652.7943   -27.481529   -28.549732   -28.549732    1.0682022 
  530000    1568.5392    -27.57111   -28.584858   -28.584858     1.013748 
  531000    1630.5979   -27.917953    -28.97181    -28.97181    1.0538566 
  532000     1612.273   -26.931998   -27.974011   -27.974011    1.0420132 
  533000     1676.719   -27.692883   -28.776548   -28.776548    1.0836647 
  534000     1577.029    -27.54334   -28.562575   -28.562575     1.019235 
  535000     1608.893    -27.56054   -28.600368   -28.600368    1.0398287 
  536000    1603.1342   -27.661775   -28.697882   -28.697882    1.0361068 
  537000    1555.7281   -27.604728   -28.610197   -28.610197    1.0054682 
  538000    1594.9848   -27.617526   -28.648366   -28.648366    1.0308398 
  539000    1668.1164   -27.463621   -28.541726   -28.541726    1.0781048 
  540000    1626.4143   -27.443324   -28.494477   -28.494477    1.0511527 
  541000    1595.4216    -27.72962   -28.760742   -28.760742    1.0311221 
  542000     1582.253   -27.497303   -28.519915   -28.519915    1.0226112 
  543000    1691.7814   -27.528552   -28.621952   -28.621952    1.0933996 
  544000    1595.7228   -27.405807   -28.437124   -28.437124    1.0313168 
  545000    1606.1553   -27.666349   -28.704409   -28.704409    1.0380593 
  546000    1661.1991    -27.51219   -28.585824   -28.585824    1.0736342 
  547000    1658.8647   -27.406852   -28.478978   -28.478978    1.0721255 
  548000    1715.4774   -27.291328   -28.400043   -28.400043    1.1087143 
  549000    1686.1238   -27.714912   -28.804655   -28.804655    1.0897431 
  550000    1805.8771   -27.168192   -28.335332   -28.335332    1.1671397 
  551000    1622.7091   -27.748628   -28.797386   -28.797386    1.0487581 
  552000    1693.3462    -27.44228   -28.536691   -28.536691    1.0944109 
  553000    1677.1427   -27.493234   -28.577172   -28.577172    1.0839386 
  554000    1685.9101   -27.646465    -28.73607    -28.73607    1.0896049 
  555000    1683.7587   -27.480613   -28.568827   -28.568827    1.0882144 
  556000    1656.0354   -27.627075   -28.697372   -28.697372    1.0702969 
  557000    1671.3895   -27.603269   -28.683489   -28.683489    1.0802202 
  558000    1727.6374   -27.504501   -28.621074   -28.621074    1.1165733 
  559000    1740.8779   -27.412722   -28.537852   -28.537852    1.1251306 
  560000    1757.1052   -27.528532    -28.66415    -28.66415    1.1356183 
  561000    1664.8423   -27.430359   -28.506347   -28.506347    1.0759888 
  562000    1605.1165    -27.57345   -28.610838   -28.610838    1.0373879 
  563000    1680.9505   -27.542302   -28.628702   -28.628702    1.0863995 
  564000    1671.1574   -27.403007   -28.483077   -28.483077    1.0800702 
  565000    1722.3933   -27.853373   -28.966557   -28.966557    1.1131841 
  566000    1689.1182   -27.401218   -28.492896   -28.492896    1.0916783 
  567000    1708.0134   -27.031381   -28.135271   -28.135271    1.1038903 
  568000    1737.7835   -27.521623   -28.644754   -28.644754    1.1231307 
  569000    1731.2344   -27.112153   -28.231051   -28.231051     1.118898 
  570000    1787.7713   -27.509034   -28.664471   -28.664471    1.1554379 
  571000    1704.9145   -27.026533    -28.12842    -28.12842    1.1018875 
  572000    1699.1719   -27.830336   -28.928512   -28.928512     1.098176 
  573000    1709.3992   -26.890091   -27.994877   -27.994877     1.104786 
  574000    1678.7119   -27.784784   -28.869737   -28.869737    1.0849527 
  575000    1693.9636   -26.968703   -28.063513   -28.063513    1.0948099 
  576000    1705.9353   -27.677495   -28.780042   -28.780042    1.1025472 
  577000    1773.7613   -27.252369   -28.398752   -28.398752    1.1463832 
  578000    1708.3182   -27.585562   -28.689649   -28.689649    1.1040873 
  579000    1764.7293   -27.266591   -28.407137   -28.407137    1.1405458 
  580000     1719.315    -27.31289   -28.424085   -28.424085    1.1111946 
  581000    1778.4578   -27.646469   -28.795888   -28.795888    1.1494186 
  582000     1755.975   -26.491661   -27.626549   -27.626549    1.1348879 
  583000    1742.2132   -27.375592   -28.501585   -28.501585    1.1259936 
  584000     1797.761   -27.860633   -29.022527   -29.022527    1.1618942 
  585000    1782.3731   -26.335058   -27.487007   -27.487007     1.151949 
  586000    1734.2925   -27.832567   -28.953441   -28.953441    1.1208745 
  587000    1831.6058   -26.911373   -28.095141   -28.095141    1.1837682 
  588000    1724.4895    -27.57913   -28.693669   -28.693669    1.1145388 
  589000    1800.4094   -27.487454    -28.65106    -28.65106    1.1636059 
  590000    1742.7073   -26.782178   -27.908491   -27.908491     1.126313 
  591000     1825.855   -27.347728    -28.52778    -28.52778    1.1800514 
  592000    1686.6863    -27.27629   -28.366397   -28.366397    1.0901066 
  593000    1756.2411   -27.385404   -28.520464   -28.520464    1.1350599 
  594000    1826.4031   -27.359073   -28.539479   -28.539479    1.1804056 
  595000    1756.4124   -26.978726   -28.113896   -28.113896    1.1351706 
  596000    1711.8694   -27.236686   -28.343069   -28.343069    1.1063824 
  597000     1866.237   -27.669438   -28.875589   -28.875589    1.2061503 
  598000    1815.7274   -26.794132   -27.967637   -27.967637    1.1735059 
  599000    1736.3666   -27.721846   -28.844061   -28.844061     1.122215 
  600000    1851.8112   -26.859493    -28.05632    -28.05632    1.1968269 
  601000    1804.2654   -27.602297   -28.768395   -28.768395    1.1660981 
  602000    1812.9888   -27.265216   -28.436952   -28.436952     1.171736 
  603000    1800.2996   -27.164151   -28.327686   -28.327686     1.163535 
  604000    1861.3778    -27.46763    -28.67064    -28.67064    1.2030098 
  605000     1833.964   -27.208017    -28.39331    -28.39331    1.1852923 
  606000    1766.9814   -27.485067   -28.627069   -28.627069    1.1420013 
  607000    1838.1214   -27.508312   -28.696291   -28.696291    1.1879792 
  608000    1864.2032   -27.023883   -28.228719   -28.228719    1.2048359 
  609000    1777.6208   -27.697313   -28.846191   -28.846191    1.1488776 
  610000     1813.816   -26.783835   -27.956106   -27.956106    1.1722706 
  611000    1735.3058   -27.181841    -28.30337    -28.30337    1.1215294 
  612000    1852.0964   -27.163704   -28.360715   -28.360715    1.1970113 
  613000    1904.7734   -26.950551   -28.181607   -28.181607    1.2310564 
  614000    1867.3197   -27.654671   -28.861521   -28.861521    1.2068501 
  615000    1913.2654   -26.411059   -27.647604   -27.647604    1.2365448 
  616000    1896.5835   -27.479551   -28.705315   -28.705315    1.2257633 
  617000    1802.7801   -27.410724   -28.575862   -28.575862    1.1651381 
  618000    1841.0292   -27.237547   -28.427406   -28.427406    1.1898585 
  619000    1849.6957    -27.79152   -28.986979   -28.986979    1.1954597 
  620000    1780.7574   -26.739748   -27.890653   -27.890653    1.1509048 
  621000    1854.9139   -27.625364   -28.824196   -28.824196    1.1988322 
  622000    1877.4011   -26.616586   -27.829952   -27.829952    1.2133657 
  623000    1784.1087   -27.426359    -28.57943    -28.57943    1.1530708 
  624000    1922.8353   -26.725953   -27.968683   -27.968683    1.2427299 
  625000    1798.9773   -27.364058   -28.526739   -28.526739    1.1626803 
  626000    1958.5392   -27.174288   -28.440093   -28.440093    1.2658053 
  627000     1862.406   -26.902456   -28.106131   -28.106131    1.2036743 
  628000    1913.3055   -27.510923   -28.747494   -28.747494    1.2365707 
  629000    1856.8588   -27.211033   -28.411122   -28.411122    1.2000892 
  630000    1930.1879   -27.509353   -28.756835   -28.756835    1.2474819 
  631000    1872.5903   -26.977283    -28.18754    -28.18754    1.2102564 
  632000    1870.2208   -27.343675     -28.5524     -28.5524    1.2087251 
  633000     1810.674     -27.3158    -28.48604    -28.48604    1.1702399 
  634000    1953.7726   -26.716387   -27.979112   -27.979112    1.2627247 
  635000    1831.5118   -27.223202    -28.40691    -28.40691    1.1837074 
  636000    2061.2035   -27.515103   -28.847261   -28.847261    1.3321573 
  637000    1965.9948    -27.02725   -28.297873   -28.297873    1.2706238 
  638000    1771.2739    -27.30802   -28.452796   -28.452796    1.1447756 
  639000    1897.1921   -27.058362   -28.284519   -28.284519    1.2261566 
  640000    1944.7481    -26.81181   -28.068702   -28.068702    1.2568921 
  641000    2004.3625   -27.304818   -28.600239   -28.600239    1.2954209 
  642000    1884.8856    -26.75561   -27.973813   -27.973813    1.2182029 
  643000     1904.631   -27.596441   -28.827406   -28.827406    1.2309644 
  644000    1929.2149   -27.116805   -28.363658   -28.363658     1.246853 
  645000    1972.8883   -27.216645   -28.491725   -28.491725    1.2750791 
  646000    1880.7338   -27.486901   -28.702421   -28.702421    1.2155196 
  647000    2007.9784   -26.758189   -28.055947   -28.055947    1.2977579 
  648000     1995.788   -27.698765   -28.988644   -28.988644    1.2898793 
  649000    1914.9134   -26.904849   -28.142459   -28.142459    1.2376099 
  650000    1994.2159   -27.061201   -28.350064   -28.350064    1.2888632 
  651000    1984.4567   -27.598496   -28.881052   -28.881052    1.2825558 
  652000    1977.0631   -26.774629   -28.052406   -28.052406    1.2777773 
  653000    1995.2536   -27.355104   -28.644638   -28.644638    1.2895338 
  654000    1973.0645   -27.176282   -28.451476   -28.451476     1.275193 
  655000    2075.9669   -26.788419   -28.130118   -28.130118    1.3416989 
  656000      1918.51   -27.410927   -28.650861   -28.650861    1.2399344 
  657000    2034.1155   -25.949127   -27.263778   -27.263778    1.3146503 
  658000    2029.2017   -27.237526   -28.549001   -28.549001    1.3114745 
  659000    1898.6548    -26.58824   -27.815342   -27.815342    1.2271019 
  660000    1998.0642   -27.338803   -28.630153   -28.630153    1.2913503 
  661000     2049.651   -27.217794   -28.542485   -28.542485    1.3246909 
  662000    2070.6179   -26.615659   -27.953901   -27.953901    1.3382418 
  663000     2027.677   -27.576981   -28.887471   -28.887471    1.3104891 
  664000    1928.4412   -26.628721   -27.875074   -27.875074    1.2463529 
  665000    1992.4694   -26.913672   -28.201406   -28.201406    1.2877344 
  666000    2011.3968   -27.280284   -28.580252   -28.580252    1.2999672 
  667000    1963.8058   -26.941373   -28.210582   -28.210582    1.2692091 
  668000    1993.9279   -27.499628   -28.788305   -28.788305    1.2886771 
  669000    1863.7173   -26.965833   -28.170355   -28.170355    1.2045218 
  670000    2006.3718   -26.864721   -28.161441   -28.161441    1.2967196 
  671000    1942.8588    -27.32535   -28.581021   -28.581021     1.255671 
  672000    2014.5382   -27.096694   -28.398692   -28.398692    1.3019975 
  673000    2083.3827   -26.938818    -28.28531    -28.28531    1.3464917 
  674000    1964.3672   -27.060077   -28.329649   -28.329649    1.2695719 
  675000    1980.1172   -26.930807   -28.210558   -28.210558    1.2797512 
  676000    1961.1606   -27.191662   -28.459161   -28.459161    1.2674995 
  677000     2062.229   -26.719982   -28.052802   -28.052802    1.3328201 
  678000    1915.1279   -27.121921   -28.359669   -28.359669    1.2377485 
  679000    2042.2004   -27.069647   -28.389522   -28.389522    1.3198756 
  680000    2159.1029   -26.699828   -28.095258   -28.095258    1.3954298 
  681000     1946.289    -26.89747   -28.155358   -28.155358     1.257888 
  682000    2076.6969   -27.288541   -28.630711   -28.630711    1.3421707 
  683000    1962.5805   -26.793895   -28.062312   -28.062312    1.2684172 
  684000    2072.4976   -27.462922   -28.802379   -28.802379    1.3394567 
  685000    2047.4985   -27.131209   -28.454509   -28.454509    1.3232998 
  686000    2099.0548    -26.79709   -28.153711   -28.153711    1.3566206 
  687000    2050.8548   -26.938487   -28.263956   -28.263956     1.325469 
  688000    1961.7777   -26.694343   -27.962241   -27.962241    1.2678984 
  689000    1949.8408   -26.872658   -28.132842   -28.132842    1.2601836 
  690000    2134.1176   -27.090767   -28.470048   -28.470048    1.3792818 
  691000    1923.1339    -26.75319   -27.996113   -27.996113    1.2429228 
  692000    2054.5203   -27.045298   -28.373136   -28.373136     1.327838 
  693000    2039.4357   -27.354191    -28.67228    -28.67228    1.3180888 
  694000    2099.6544   -26.857412    -28.21442    -28.21442    1.3570082 
  695000    2031.1912   -27.115356   -28.428117   -28.428117    1.3127604 
  696000    2067.7682   -27.023207   -28.359607   -28.359607    1.3364001 
  697000    2174.8571   -26.389481   -27.795093   -27.795093    1.4056117 
  698000    2064.1014   -27.317085   -28.651115   -28.651115    1.3340302 
  699000    2076.4597   -26.767963    -28.10998    -28.10998    1.3420174 
  700000    2153.5361   -27.577682   -28.969514   -28.969514    1.3918319 
  701000    2101.2559   -26.773445   -28.131488   -28.131488    1.3580432 
  702000    2059.8077   -26.792186   -28.123441   -28.123441    1.3312552 
  703000    2173.7611   -27.045161   -28.450064   -28.450064    1.4049034 
  704000    2135.8574   -26.533971   -27.914377   -27.914377    1.3804062 
  705000    2174.7658   -27.213443   -28.618996   -28.618996    1.4055527 
  706000    2074.6001   -26.211176   -27.551991   -27.551991    1.3408156 
  707000    2215.3409   -27.415588   -28.847364   -28.847364    1.4317765 
  708000    2091.1646   -27.032873   -28.384395   -28.384395    1.3515212 
  709000    2046.8535   -26.975015   -28.297898   -28.297898    1.3228829 
  710000    2119.3363    -27.02986   -28.399589   -28.399589    1.3697286 
  711000    2147.8256   -26.875485   -28.263627   -28.263627    1.3881413 
  712000    2178.8102   -27.047165   -28.455332   -28.455332    1.4081666 
  713000    2073.5188   -26.558975   -27.899091   -27.899091    1.3401167 
  714000    2158.7515    -27.39822   -28.793423   -28.793423    1.3952027 
  715000    2162.2906   -26.836476   -28.233966   -28.233966      1.39749 
  716000    2181.8647   -27.032502   -28.442642   -28.442642    1.4101407 
  717000    2154.4863   -26.514926   -27.907372   -27.907372    1.3924461 
  718000    2259.7838   -26.515995   -27.976495   -27.976495    1.4604999 
  719000     2120.718   -27.226648    -28.59727    -28.59727    1.3706216 
  720000    2163.4464   -27.092326   -28.490562   -28.490562     1.398237 
  721000    2223.2319   -26.627495   -28.064371   -28.064371    1.4368764 
  722000    2196.0486     -27.2967   -28.716008   -28.716008    1.4193078 
  723000    2061.0698    -26.08627   -27.418341   -27.418341    1.3320709 
  724000    2148.2468   -26.684256   -28.072669   -28.072669    1.3884135 
  725000    2218.4972   -26.859045   -28.292861   -28.292861    1.4338164 
  726000    2185.8433   -26.895058    -28.30777    -28.30777    1.4127121 
  727000    2218.7417   -27.088761   -28.522736   -28.522736    1.4339744 
  728000    2143.3057   -26.640588   -28.025808   -28.025808      1.38522 
  729000    2246.4263    -27.40861   -28.860477   -28.860477     1.451867 
  730000     2204.707   -26.839455   -28.264358   -28.264358    1.4249037 
  731000    2056.8994   -26.711506   -28.040882   -28.040882    1.3293756 
  732000    2139.2656   -26.801056   -28.183665   -28.183665    1.3826089 
  733000    2177.7296   -25.856193   -27.263662   -27.263662    1.4074682 
  734000    2195.4238   -27.228332   -28.647236   -28.647236     1.418904 
  735000    2196.8149   -26.951887    -28.37169    -28.37169     1.419803 
  736000     2075.289   -26.418016   -27.759277   -27.759277    1.3412608 
  737000    2210.1236   -27.351382   -28.779787   -28.779787    1.4284045 
  738000    2134.2668     -25.7881   -27.167479   -27.167479    1.3793782 
  739000    2270.0117   -27.079804   -28.546915   -28.546915    1.4671102 
  740000    2382.8204   -26.999023   -28.539041   -28.539041    1.5400186 
  741000    2187.5018   -26.284441   -27.698225   -27.698225     1.413784 
  742000    2185.3688    -27.09842   -28.510825   -28.510825    1.4124054 
  743000    2228.1652   -26.636122   -28.076187   -28.076187    1.4400648 
  744000    2220.4527   -27.246052   -28.681132   -28.681132    1.4350802 
  745000    2215.5814   -27.227769   -28.659701   -28.659701    1.4319318 
  746000    2323.5408   -26.847109   -28.348815   -28.348815    1.5017061 
  747000    2014.3939    -26.66054   -27.962444   -27.962444    1.3019043 
  748000    2275.1837    -27.18064   -28.651092   -28.651092    1.4704528 
  749000    2306.3955   -26.500062   -27.990688   -27.990688    1.4906251 
  750000    2118.1952   -26.912812   -28.281804   -28.281804    1.3689911 
  751000    2203.9135   -26.811094   -28.235485   -28.235485    1.4243909 
  752000    2281.2828   -26.899613   -28.374007   -28.374007    1.4743948 
  753000    2299.0983    -26.20399   -27.689899   -27.689899    1.4859089 
  754000    2238.6247   -26.400032   -27.846857   -27.846857    1.4468248 
  755000    2147.8779   -26.422755    -27.81093    -27.81093     1.388175 
  756000    2260.6307   -26.594952   -28.055999   -28.055999    1.4610473 
  757000    2428.4395   -26.707183   -28.276685   -28.276685    1.5695022 
  758000    2257.4004   -26.761596   -28.220556   -28.220556    1.4589595 
  759000    2412.3062   -26.474335    -28.03341    -28.03341    1.5590753 
  760000    2316.7285   -27.099222   -28.596525   -28.596525    1.4973033 
  761000    2135.6313   -26.317064   -27.697324   -27.697324    1.3802601 
  762000    2343.8485   -26.557947   -28.072778   -28.072778     1.514831 
  763000    2368.8234    -27.16752   -28.698492   -28.698492    1.5309723 
  764000    2256.0757   -26.158212   -27.616315   -27.616315    1.4581034 
  765000    2218.3816   -27.199649    -28.63339    -28.63339    1.4337417 
  766000    2299.2534   -26.799534   -28.285544   -28.285544    1.4860092 
  767000    2256.5176   -26.434786   -27.893175   -27.893175    1.4583889 
  768000     2252.717   -26.910422   -28.366355   -28.366355    1.4559326 
  769000    2260.1989   -26.174757   -27.635525   -27.635525    1.4607682 
  770000    2285.2917   -26.173838   -27.650824   -27.650824    1.4769857 
  771000    2337.6373   -26.933947   -28.444764   -28.444764    1.5108167 
  772000    2177.6862   -26.538952   -27.946393   -27.946393    1.4074402 
  773000    2229.0667   -26.665807   -28.106455   -28.106455    1.4406474 
  774000    2480.6557   -26.671493   -28.274743   -28.274743    1.6032496 
  775000      2144.76   -26.664357   -28.050517   -28.050517      1.38616 
  776000     2300.785   -26.840433   -28.327432   -28.327432     1.486999 
  777000     2484.689     -25.8613   -27.467156   -27.467156    1.6058563 
  778000    2345.9962   -26.795277   -28.311497   -28.311497    1.5162191 
  779000    2349.3493   -27.115869   -28.634255   -28.634255    1.5183861 
  780000     2213.814   -26.392292   -27.823081   -27.823081    1.4307896 
  781000    2400.2691   -26.990224   -28.541519   -28.541519    1.5512956 
  782000    2254.0089   -26.601763    -28.05853    -28.05853    1.4567676 
  783000    2427.2536   -26.162833   -27.731569   -27.731569    1.5687358 
  784000    2390.7034   -26.532983   -28.078096   -28.078096    1.5451133 
  785000    2336.8844    -26.90617     -28.4165     -28.4165    1.5103301 
  786000    2384.6311   -25.789863   -27.331052   -27.331052    1.5411888 
  787000    2403.7431   -27.191816   -28.745357   -28.745357    1.5535409 
  788000    2381.7955   -26.834282   -28.373638   -28.373638    1.5393562 
  789000    2310.6547   -26.424763   -27.918141   -27.918141    1.4933778 
  790000    2446.4351   -26.713748    -28.29488    -28.29488    1.5811328 
  791000    2434.9779   -26.991641   -28.565369   -28.565369     1.573728 
  792000    2307.1071   -26.595196   -28.086281   -28.086281     1.491085 
  793000    2389.3587   -27.095972   -28.640217   -28.640217    1.5442442 
  794000    2397.1433   -26.873177   -28.422452   -28.422452    1.5492754 
  795000    2444.4457   -26.375013    -27.95486    -27.95486     1.579847 
  796000    2373.0224   -26.374276   -27.907962   -27.907962    1.5336861 
  797000    2242.3457   -26.575884   -28.025114   -28.025114    1.4492296 
  798000    2445.1815   -26.588048   -28.168371   -28.168371    1.5803225 
  799000    2469.1309   -26.519547   -28.115348   -28.115348    1.5958011 
  800000    2377.1067   -26.814812   -28.351138   -28.351138    1.5363258 
  801000    2213.5924   -26.685878   -28.116525   -28.116525    1.4306464 
  802000    2526.0229   -26.578319   -28.210889   -28.210889    1.6325704 
  803000      2389.97   -26.508532   -28.053171   -28.053171    1.5446393 
  804000    2569.8807   -26.718178   -28.379094   -28.379094    1.6609157 
